product_name,slug,product_family,grade,short_description,physical_form,applications,industries,manufacturer_supplier,country_of_origin,cas_number,hs_gtip_code,un_number,dangerous_goods_class,minimum_order_quantity,quantity_unit,packaging_options,supported_incoterms,dispatch_location,availability_status,availability_checked_date,tds_url,tds_revision_date,sds_url,sds_revision_date,coa_available,certificate_of_origin_available,source_url,source_image_url,image_rights_status,technical_properties_json,last_reviewed_date,verification_status,rfq_enabled,intermediary_disclosure
Lemon Petroleum Jelly,lemon-petroleum-jelly,General Chemicals,Lemon Petroleum Jelly,"Lemon Petroleum Jelly is a General Chemicals grade intended for applications including Cosmetic and skin care; Lubricant for plastic and metal objects. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Cosmetic and skin care | Lubricant for plastic and metal objects | Anti-corrosion for metals | Anti-wear and anti-fatigue for machinery | Fluid agent for molding and leather industries | Electrical insulator | Wood industry,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=lemon-petroleum-jelly,https://chemportal.com.tr/wp-content/uploads/2024/10/Paraffin-wax3-5.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Flash Point (°C)"", ""Value"": ""Min 200"", ""Test Method"": ""ASTM D92""}, {""Property"": ""Viscosity @ 100°C (cst)"", ""Value"": ""4.4 – 6"", ""Test Method"": ""ASTM D445""}, {""Property"": ""Color (lovibond) cell 1"", ""Value"": ""2 ≥"", ""Test Method"": ""IP17""}, {""Property"": ""Congealing Point (°C)"", ""Value"": ""48 – 53"", ""Test Method"": ""ASTM D938""}, {""Property"": ""Drop Melting Point (°C)"", ""Value"": ""54 – 62"", ""Test Method"": ""ASTM D127""}, {""Property"": ""Penetration 0.1 mm @ 25°C"", ""Value"": ""110 – 150"", ""Test Method"": ""ASTM D937""}, {""Property"": ""Specific Gravity @ 25°C"", ""Value"": ""0.79 – 0.84"", ""Test Method"": ""ASTM D1298""}, {""Property"": ""Acidity & Alkalinity"", ""Value"": ""Passed"", ""Test Method"": ""BP 2017""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
Monoethylene glycol (MEG),monoethylene-glycol-meg,General Chemicals,Monoethylene glycol (MEG),"Monoethylene glycol (MEG) is a General Chemicals grade intended for applications including Polyester; Resins. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Polyester | Resins | Wetting and plasticizing agents | Coolant additives,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=monoethylene-glycol-meg,https://chemportal.com.tr/wp-content/uploads/2024/10/MEG.webp,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""No."": ""1"", ""Property"": ""Purity"", ""Value"": ""99.8 MIN."", ""Units"": ""WT. %"", ""Test Method"": ""ASTM E-202""}, {""No."": ""2"", ""Property"": ""Diethylene Glycol"", ""Value"": ""0.08 MAX."", ""Units"": ""WT. %"", ""Test Method"": ""ASTM E-202""}, {""No."": ""3"", ""Property"": ""Water Content"", ""Value"": ""0.08 MAX."", ""Units"": ""WT. %"", ""Test Method"": ""ASTM E-203""}, {""No."": ""4"", ""Property"": ""Acidity as Acetic Acid"", ""Value"": ""10 MAX."", ""Units"": ""WT. PPM"", ""Test Method"": ""ASTM D-1613""}, {""No."": ""5"", ""Property"": ""ASH"", ""Value"": ""0.005 MAX."", ""Units"": ""gr/100 ml"", ""Test Method"": ""DC-254 A""}, {""No."": ""6"", ""Property"": ""Chlorides"", ""Value"": ""0.1 MAX."", ""Units"": ""WT. PPM"", ""Test Method"": ""EO-635""}, {""No."": ""7"", ""Property"": ""Iron"", ""Value"": ""0.1 MAX."", ""Units"": ""WT. PPM"", ""Test Method"": ""ASTM E-202""}, {""No."": ""8"", ""Property"": ""Aldehyde as Acetaldehyde"", ""Value"": ""10 MAX."", ""Units"": ""WT. PPM"", ""Test Method"": ""DC-163 C""}, {""No."": ""9"", ""Property"": ""Color Pt-Co"", ""Value"": ""5 MAX."", ""Units"": ""Pt-Co"", ""Test Method"": ""ASTM D-1209""}, {""No."": ""10"", ""Property"": ""SP. GR (20/20 °C)"", ""Value"": ""1.1151 – 1.1156"", ""Units"": ""–"", ""Test Method"": ""ASTM D-891""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
Paraffin wax(1-3%),paraffin-wax1-3,General Chemicals,Paraffin wax(1-3%),"Paraffin wax(1-3%) is a General Chemicals grade intended for applications including Candle making; Coating for wax paper. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Candle making | Coating for wax paper | Hygienic & cosmetics | Therapeutic purposes | Moisturizers in cosmetics | Making lubricants | Food industry | Various & beautiful colors | For concrete gaps & rails | Foundry industries,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=paraffin-wax1-3,https://chemportal.com.tr/wp-content/uploads/2024/10/Paraffin-Wax-1-3.webp,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Color (lovibond) cell 1"", ""Value"": ""Max 0.3"", ""Test Method"": ""IP17""}, {""Property"": ""Specific Gravity @ 25°C"", ""Value"": ""0.78 – 0.85"", ""Test Method"": ""ASTM D1298""}, {""Property"": ""Oil Content (% wt)"", ""Value"": ""1 – 3"", ""Test Method"": ""ASTM D721""}, {""Property"": ""Viscosity @ 100°C (cst)"", ""Value"": ""6 – 8"", ""Test Method"": ""ASTM D445""}, {""Property"": ""Congealing Point (°C)"", ""Value"": ""62 – 68"", ""Test Method"": ""ASTM D938""}, {""Property"": ""Drop Melting Point (°C)"", ""Value"": ""65 – 70"", ""Test Method"": ""ASTM D127""}, {""Property"": ""Penetration 0.1 mm @ 25°C"", ""Value"": ""10 – 35"", ""Test Method"": ""ASTM D1321""}, {""Property"": ""Flash Point (°C)"", ""Value"": ""Min 240"", ""Test Method"": ""ASTM D92""}, {""Property"": ""Acidity & Alkalinity"", ""Value"": ""Passed"", ""Test Method"": ""BP 2020""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
Paraffin wax(3-5%),paraffin-wax3-5,General Chemicals,Paraffin wax(3-5%),"Paraffin wax(3-5%) is a General Chemicals grade intended for applications including Candle making; Coating for wax paper. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Candle making | Coating for wax paper | Hygienic & cosmetics | Therapeutic purposes | Moisturizers in cosmetics | Making lubricants | Food industry | Various & beautiful colors | For concrete gaps & rails | Foundry industries,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=paraffin-wax3-5,https://chemportal.com.tr/wp-content/uploads/2024/10/Paraffin-wax3-5.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Color (lovibond) cell 1"", ""Value"": ""Max 0.5"", ""Test Method"": ""IP17""}, {""Property"": ""Specific Gravity @ 25°C"", ""Value"": ""0.78 – 0.85"", ""Test Method"": ""ASTM D1298""}, {""Property"": ""Oil Content (% wt)"", ""Value"": ""3 – 5"", ""Test Method"": ""ASTM D721""}, {""Property"": ""Viscosity @ 100°C (cst)"", ""Value"": ""6 – 7"", ""Test Method"": ""ASTM D445""}, {""Property"": ""Congealing Point (°C)"", ""Value"": ""62 – 65"", ""Test Method"": ""ASTM D938""}, {""Property"": ""Drop Melting Point (°C)"", ""Value"": ""60 – 68"", ""Test Method"": ""ASTM D127""}, {""Property"": ""Penetration 0.1 mm @ 25°C"", ""Value"": ""30 – 40"", ""Test Method"": ""ASTM D1321""}, {""Property"": ""Flash Point (°C)"", ""Value"": ""Min 230"", ""Test Method"": ""ASTM D92""}, {""Property"": ""Acidity & Alkalinity"", ""Value"": ""Passed"", ""Test Method"": ""BP 2020""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
Paraffin wax(5-8%),paraffin-wax5-8,General Chemicals,Paraffin wax(5-8%),"Paraffin wax(5-8%) is a General Chemicals grade intended for applications including Candle making; Coating for wax paper. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Candle making | Coating for wax paper | Hygienic & cosmetics | Therapeutic purposes | Moisturizers in cosmetics | Making lubricants | Food industry | Various & beautiful colors | For concrete gaps & rails | Foundry industries,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=paraffin-wax5-8,https://chemportal.com.tr/wp-content/uploads/2024/10/Paraffin-wax3-5.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Color (lovibond) cell 1"", ""Value"": ""Max 0.5"", ""Test Method"": ""IP17""}, {""Property"": ""Specific Gravity @ 25°C"", ""Value"": ""0.78 – 0.85"", ""Test Method"": ""ASTM D1298""}, {""Property"": ""Oil Content (% wt)"", ""Value"": ""5 – 8"", ""Test Method"": ""ASTM D721""}, {""Property"": ""Viscosity @ 100°C (cst)"", ""Value"": ""5 – 7"", ""Test Method"": ""ASTM D445""}, {""Property"": ""Congealing Point (°C)"", ""Value"": ""60 – 65"", ""Test Method"": ""ASTM D938""}, {""Property"": ""Drop Melting Point (°C)"", ""Value"": ""60 – 65"", ""Test Method"": ""ASTM D127""}, {""Property"": ""Penetration 0.1 mm @ 25°C"", ""Value"": ""40 – 70"", ""Test Method"": ""ASTM D1321""}, {""Property"": ""Flash Point (°C)"", ""Value"": ""Min 230"", ""Test Method"": ""ASTM D92""}, {""Property"": ""Acidity & Alkalinity"", ""Value"": ""Passed"", ""Test Method"": ""BP 2020""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
Paraffin wax(≤2%),paraffin-wax≤2,General Chemicals,Paraffin wax(≤2%),"Paraffin wax(≤2%) is a General Chemicals grade intended for applications including Candle making; Coating for wax paper. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Candle making | Coating for wax paper | Hygienic & cosmetics | Therapeutic purposes | Moisturizers in cosmetics | Making lubricants | Food industry | Various & beautiful colors | For concrete gaps & rails | Foundry industries,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=paraffin-wax%e2%89%a42,https://chemportal.com.tr/wp-content/uploads/2024/10/Paraffin-wax3-5.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Color (lovibond) cell 1"", ""Value"": ""0.3 – 0.5"", ""Test Method"": ""IP17""}, {""Property"": ""Specific Gravity @ 25°C"", ""Value"": ""0.78 – 0.82"", ""Test Method"": ""ASTM D1298""}, {""Property"": ""Oil Content (% wt)"", ""Value"": ""≤ 2"", ""Test Method"": ""ASTM D721""}, {""Property"": ""Viscosity @ 100°C (cst)"", ""Value"": ""6 – 8"", ""Test Method"": ""ASTM D445""}, {""Property"": ""Congealing Point (°C)"", ""Value"": ""63 – 68"", ""Test Method"": ""ASTM D938""}, {""Property"": ""Drop Melting Point (°C)"", ""Value"": ""65 – 70"", ""Test Method"": ""ASTM D127""}, {""Property"": ""Penetration 0.1 mm @ 25°C"", ""Value"": ""10 – 30"", ""Test Method"": ""ASTM D1321""}, {""Property"": ""Flash Point (°C)"", ""Value"": ""Min 250"", ""Test Method"": ""ASTM D92""}, {""Property"": ""Acidity & Alkalinity"", ""Value"": ""Passed"", ""Test Method"": ""BP 2020""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
Petroleum Jelly,petroleum-jelly,General Chemicals,Petroleum Jelly,"Petroleum Jelly is a General Chemicals grade intended for applications including Cosmetic and skin care; Lubricant for plastic and metal objects. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Cosmetic and skin care | Lubricant for plastic and metal objects | Anti-corrosion for metals | Anti-wear and anti-fatigue for machinery | Fluid agent for molding and leather industries | Electrical insulator | Wood industry,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=petroleum-jelly,https://chemportal.com.tr/wp-content/uploads/2024/10/PETROLEUM-JELLY.webp,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Color (lovibond) cell 1"", ""Value"": ""1 – 1.5"", ""Test Method"": ""IP 17""}, {""Property"": ""Specific Gravity @ 25°C"", ""Value"": ""0.79 – 0.84"", ""Test Method"": ""ASTM D1298""}, {""Property"": ""Viscosity @ 100°C (cst)"", ""Value"": ""4.4 – 5"", ""Test Method"": ""ASTM D445""}, {""Property"": ""Congealing Point (°C)"", ""Value"": ""48 – 50"", ""Test Method"": ""ASTM D938""}, {""Property"": ""Drop Melting Point (°C)"", ""Value"": ""54 – 59"", ""Test Method"": ""ASTM D127""}, {""Property"": ""Penetration 0.1 mm @ 25°C"", ""Value"": ""110 – 150"", ""Test Method"": ""ASTM D937""}, {""Property"": ""Flash Point (°C)"", ""Value"": ""Min 200"", ""Test Method"": ""ASTM D92""}, {""Property"": ""Acidity & Alkalinity"", ""Value"": ""Passed"", ""Test Method"": ""BP 2020""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
TEG (Triethylene Glycol),teg-triethylene-glycol,General Chemicals,TEG (Triethylene Glycol),"TEG (Triethylene Glycol) is a General Chemicals grade intended for applications including Resins; Synthesizing agents. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Resins | Synthesizing agents | Brake fluids,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=teg-triethylene-glycol,https://chemportal.com.tr/wp-content/uploads/2024/10/TEG.webp,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""No."": ""1"", ""Property"": ""Purity"", ""Value"": ""97 MIN"", ""Units"": ""WT.%"", ""Test Method"": ""ASTM E-202""}, {""No."": ""2"", ""Property"": ""MEG Content"", ""Value"": ""2 MAX"", ""Units"": ""WT.%"", ""Test Method"": ""ASTM E-202""}, {""No."": ""3"", ""Property"": ""TEG Content (T. TEG)"", ""Value"": ""1 MAX"", ""Units"": ""WT.%"", ""Test Method"": ""ASTM E-202""}, {""No."": ""4"", ""Property"": ""Water"", ""Value"": ""0.05 MAX"", ""Units"": ""WT.%"", ""Test Method"": ""ASTM E-203""}, {""No."": ""5"", ""Property"": ""Color"", ""Value"": ""25 MAX"", ""Units"": ""Pt-Co"", ""Test Method"": ""ASTM D-1209""}, {""No."": ""6"", ""Property"": ""Acidity as Acetic Acid"", ""Value"": ""0.01 MAX"", ""Units"": ""WT. %"", ""Test Method"": ""ASTM D-1613""}, {""No."": ""7"", ""Property"": ""Ash"", ""Value"": ""50 MAX"", ""Units"": ""PPM"", ""Test Method"": ""DC-254/A""}, {""No."": ""8"", ""Property"": ""SP. GR (20/20 °C)"", ""Value"": ""1.124 – 1.126"", ""Units"": ""–"", ""Test Method"": ""ASTM D-891""}, {""No."": ""9"", ""Property"": ""5-95 Vol % Range"", ""Value"": ""280-295"", ""Units"": ""°C"", ""Test Method"": ""ASTM D-1078""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
Ultra Snow White petroleum jelly,ultra-snow-white-petroleum-jelly,General Chemicals,Ultra Snow White petroleum jelly,"Ultra Snow White petroleum jelly is a General Chemicals grade intended for applications including Cosmetic and skin care; Lubricant for plastic and metal objects. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Cosmetic and skin care | Lubricant for plastic and metal objects | Anti-corrosion for metals | Anti-wear and anti-fatigue for machinery | Fluid agent for molding and leather industries | Electrical insulator | Wood industry,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=ultra-snow-white-petroleum-jelly,https://chemportal.com.tr/wp-content/uploads/2024/10/Ultra-Snow-White-petroleum-jelly.webp,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Color (lovibond) cell 1"", ""Value"": ""0.3 – 0.5"", ""Test Method"": ""IP 17""}, {""Property"": ""Specific Gravity @ 25°C"", ""Value"": ""0.79 – 0.84"", ""Test Method"": ""ASTM D1298""}, {""Property"": ""Viscosity @ 100°C (cst)"", ""Value"": ""4.5 – 5.5"", ""Test Method"": ""ASTM D445""}, {""Property"": ""Congealing Point (°C)"", ""Value"": ""48 – 55"", ""Test Method"": ""ASTM D938""}, {""Property"": ""Drop Melting Point (°C)"", ""Value"": ""55 – 61"", ""Test Method"": ""ASTM D127""}, {""Property"": ""Penetration 0.1 mm @ 25°C"", ""Value"": ""110 – 150"", ""Test Method"": ""ASTM D937""}, {""Property"": ""Flash Point (°C)"", ""Value"": ""Min 200"", ""Test Method"": ""ASTM D92""}, {""Property"": ""Acidity & Alkalinity"", ""Value"": ""Passed"", ""Test Method"": ""BP 2020""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
White Petroleum Jelly,white-petroleum-jelly,General Chemicals,White Petroleum Jelly,"White Petroleum Jelly is a General Chemicals grade intended for applications including Cosmetic and skin care; Lubricant for plastic and metal objects. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Cosmetic and skin care | Lubricant for plastic and metal objects | Anti-corrosion for metals | Anti-wear and anti-fatigue for machinery | Fluid agent for molding and leather industries | Electrical insulator | Wood industry,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=white-petroleum-jelly,https://chemportal.com.tr/wp-content/uploads/2024/10/Paraffin-wax3-5.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Color (lovibond) cell 1"", ""Value"": ""0.7 – 1"", ""Test Method"": ""IP 17""}, {""Property"": ""Specific Gravity @ 25°C"", ""Value"": ""0.79 – 0.84"", ""Test Method"": ""ASTM D1298""}, {""Property"": ""Viscosity @ 100°C (cst)"", ""Value"": ""4.4 – 6"", ""Test Method"": ""ASTM D445""}, {""Property"": ""Congealing Point (°C)"", ""Value"": ""48 – 53"", ""Test Method"": ""ASTM D938""}, {""Property"": ""Drop Melting Point (°C)"", ""Value"": ""54 – 62"", ""Test Method"": ""ASTM D127""}, {""Property"": ""Penetration 0.1 mm @ 25°C"", ""Value"": ""110 – 150"", ""Test Method"": ""ASTM D937""}, {""Property"": ""Flash Point (°C)"", ""Value"": ""Min 200"", ""Test Method"": ""ASTM D92""}, {""Property"": ""Acidity & Alkalinity"", ""Value"": ""Passed"", ""Test Method"": ""BP 2020""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
